word,id,date,text,author_id,term_meaning,term_category,usage_context,is_ironic,annotation_notes
mozzie,7292051847,2010-01-02,freaking mozzie bites on my feet.,20403542,mosquito,animals,self_description,false,
mozzie,7294481999,2010-01-02,@matt_dasilva What's a mozzie and why is it in your bathroom? Do you have to feed it?,18021817,mosquito,animals,casual_conversation,false,Straightforward interpersonal question about what mozzie means.
mozzie,7295087591,2010-01-02,"Ok, screw this...these are defin8ly not mozzie bites. These bites are HUGE...Or was I bitten by an obese, bi-polar mosquito? Sigh!",43563720,mosquito,animals,self_description,false,
mozzie,7295148060,2010-01-02,"Ha ha RT @Boity:  screw this...these are defin8ly not mozzie bites.These bites are HUGE...Or was I bitten by an obese, bi-polar mosquito?",34614212,mosquito,animals,self_description,false,
mozzie,7295335840,2010-01-02,O.M.G I HAVE SO MANY MOZZIE BITES ON MY LEGS OMGGGGGGGG!!! :'(,46359102,mosquito,animals,self_description,false,
mozzie,7295661744,2010-01-02,"Hope these sandalwood anti-mozzie sticks work, because the mozzies are finding me tasty tonight",1591341,mosquito,animals,self_description,false,
mozzie,7295746427,2010-01-02,"so many mozzie bites, I will never hand model again. #fb",85812919,mosquito,animals,self_description,false,
mozzie,7297167538,2010-01-02,Eyes heavy... sleep ready to pounce.....all because a mozzie robbed me of my zzzzz's last night...,40855704,mosquito,animals,self_description,false,
mozzie,7297214651,2010-01-02,@CarmenSisson 'Mozzie' is 'mosquito'. They're always found in the bathroom. Don't know why.,19198034,mosquito,animals,commenting,false,
mozzie,7299028117,2010-01-02,itchy itchy mozzie bites D:,25606033,mosquito,animals,self_description,false,
mozzie,7355001604,2010-01-04,".@lesliecoffee My teeth hurt if I opened my mouth outside today, it was so cold. Definitely no mozzie probs!",8731752,mosquito,animals,commenting,false,
mozzie,7358457168,2010-01-04,I want school because there's mozzie sticks,25739256,mosquito,animals,commenting,false,
mozzie,7363379403,2010-01-04,@Tige13 stupid me! forgot! and the floor is littered with mozzie carcasses luv..i'm hunting and killing manually! *sigh*  #oldschool,52325273,mosquito,animals,commenting,false,
mozzie,7364393362,2010-01-04,Ow. Mozzie bites all over my hand.,14979581,mosquito,animals,self_description,false,
mozzie,7364770113,2010-01-04,One lone mozzie...he is determined to disturb my sleep...,90985736,mosquito,animals,self_description,false,
mozzie,7365481887,2010-01-04,Oh and when i was typing that tweet a mozzie went across my phone! Now i don't know where it is!,28570424,mosquito,animals,self_description,false,
mozzie,7367263821,2010-01-04,@WifeOfJoeJonas aw that really suckx. i think mozzie love me! thats my only reason for hating summer tho!,49570440,mosquito,animals,commenting,false,
mozzie,7368593957,2010-01-04,Stupid mozzie flying around my head.,14365945,mosquito,animals,self_description,false,
mozzie,7370231295,2010-01-04,And there is a mozzie buzzing around my head. I'm going to lose it very soon.,15595796,mosquito,animals,self_description,false,Immediate first-person state report about a mozzie buzzing around.
mozzie,7375609231,2010-01-04,@Sweet_Rose you?? by Mozzie,16638143,mosquito,animals,commenting,false,
mozzie,7674530729,2010-01-12,@natalietrain What the fuck is a 'mozzie'? You crazy Aussie's and your slang.,15731987,mosquito,animals,casual_conversation,false,
mozzie,7674678735,2010-01-12,"""mozzie"" is significantly more attractive than ""skeeter"" ...therefore I should move to Australia?",26926940,mosquito,animals,commenting,true,Irony audit: Clear playful hyperbole about mozzie vs skeeter.
mozzie,7674754054,2010-01-12,@natalietran What the heck is a mozzie?,14940168,mosquito,animals,casual_conversation,false,
mozzie,7675129485,2010-01-12,@natalietran a mozzie? is that like an aussie mosquito?,41885041,mosquito,animals,casual_conversation,false,
mozzie,7675876937,2010-01-12,@natalietran what in the world is a mozzie?,45911444,mosquito,animals,commenting,false,
mozzie,7676210835,2010-01-12,@natalietran mozzie? explain? do you mean mouse? KILL IT!,14324736,mosquito,animals,casual_conversation,false,
mozzie,7676331381,2010-01-12,@natalietran what is a mozzie?? :O,24089015,mosquito,animals,casual_conversation,false,
mozzie,7677920790,2010-01-12,"@natalietran for the sake of my curiosity and subsequently all cats by proxy, what is a mozzie? and what did it do to incur your wrath?",22627091,mosquito,animals,casual_conversation,false,
mozzie,7678050911,2010-01-12,@taskmaster57 hey there mozzie....,50993906,mosquito,animals,commenting,false,
mozzie,7682117219,2010-01-12,"Slept slightly better last night than I have since arriving in Syd. Mozzie bites less itchy today, thank goodness.",771528,mosquito,animals,self_description,false,
mozzie,8146172192,2010-01-24,"the mozzie bites i got last week are still itchy as hell, when are they going to go away :(",27848243,mosquito,animals,self_description,false,
mozzie,8146664591,2010-01-24,i have HEAPS of mozzie bites. and sandfly bites. and i think a spitfire may have attacked me... :S,25802133,mosquito,animals,self_description,false,
mozzie,8146962856,2010-01-24,woke up this morning with 6 mozzie bites. T_T,23143910,mosquito,animals,self_description,false,
mozzie,8147028495,2010-01-24,I think I have fleas... Or a very aggresive Mozzie.,97409858,mosquito,animals,commenting,false,
mozzie,8147452121,2010-01-24,@brentwarhurst ugh mozzie came over here and bit me. Three mozzie bites in a row!,6883032,mosquito,animals,self_description,false,
mozzie,8147785938,2010-01-24,Have a mozzie flying around my room. Have decided to cover myself in aeroguard and hope the little thing keeps it's distance,15747466,mosquito,animals,self_description,false,
mozzie,8147911175,2010-01-24,"@gustodian not threatened for my safety no. More sad that I will happily kill a mozzie, and I hate killing animals.",15747466,mosquito,animals,commenting,false,
