word,id,date,text,author_id,term_meaning,term_category,usage_context,is_ironic,annotation_notes
carny,8162333169,2010-01-24,Carny Town Activity Tyrone May left a comment for Tyrone May: Tyrone May left a comment for Tyrone May http://bit.ly/6dFFa2,12738752,carnival worker or carnival-associated person,identity,advertising_spam,false,Manual override -> advertising_spam
carny,8165424174,2010-01-24,Carny Town Activity tim  whalen left a comment for tim  whalen: tim  whalen left a comment for tim  whalen http://bit.ly/6GMFq0,12738752,carnival worker or carnival-associated person,identity,advertising_spam,false,
carny,8165424617,2010-01-24,Carny Town Activity Robert D Smith left a comment for Robert D Smith: Robert D Smith left a comment for Robert D Smith http://bit.ly/4Ghm5H,12738752,carnival worker or carnival-associated person,identity,advertising_spam,false,
carny,8165425160,2010-01-24,"Carny Town Activity Robert D Smith, tim  whalen, Tyrone May and 4 more joined Carny Town - Traveling Carnivals, Fa... http://bit.ly/7CHYJe",12738752,carnival worker or carnival-associated person,identity,advertising_spam,false,Manual override -> advertising_spam
carny,8166491856,2010-01-24,Carny Town Activity Robert D Smith left a comment for Robert D Smith: Robert D Smith left a comment for Robert D Smith http://bit.ly/5uUchU,12738752,carnival worker or carnival-associated person,identity,advertising_spam,false,
carny,8167632457,2010-01-24,Carny Town Activity R. L. G. added 7 photos to the album 'ACEO Cards': R. L. G. added 7 photos to the album 'ACEO ... http://bit.ly/87BEZN,12738752,carnival worker or carnival-associated person,identity,advertising_spam,false,
carny,8172109844,2010-01-25,Carny Town Activity marcus brumberger left a comment for SideWinder: marcus brumberger left a comment for SideWinder http://bit.ly/4Wxe6H,12738752,carnival worker or carnival-associated person,identity,advertising_spam,false,
carny,8172110402,2010-01-25,Carny Town Activity Carol Silvey and Destiney Adams are now friends: Carol Silvey and Destiney Adams are now friends http://bit.ly/6DXz41,12738752,carnival worker or carnival-associated person,identity,advertising_spam,false,
carny,8172303894,2010-01-25,"i miss you, my cute carny boy :)",59401345,carnival worker or carnival-associated person,identity,dating_context,false,Manual override -> dating_context
carny,8177405022,2010-01-25,Carny Town Activity Jennifer M Winters left a comment for james coyle aka reddawg: Jennifer M Winters left a comme... http://bit.ly/7x9XNU,12738752,carnival worker or carnival-associated person,identity,advertising_spam,false,
carny,8300329310,2010-01-27,Carny Town Activity Jon daniel Thomas replied to AlibiSweetie's discussion 'What to put in a trailer joint?' in th... http://bit.ly/aSCPvX,12738752,carnival worker or carnival-associated person,identity,advertising_spam,false,
carny,8300329955,2010-01-27,Carny Town Activity Shayne jones and Destiney Adams are now friends: Shayne jones and Destiney Adams are now friends http://bit.ly/d7AS24,12738752,carnival worker or carnival-associated person,identity,advertising_spam,false,
carny,8300330565,2010-01-27,Carny Town Activity Jon daniel Thomas replied to AlibiSweetie's discussion 'What to put in a trailer joint?' in th... http://bit.ly/cDDzOh,12738752,carnival worker or carnival-associated person,identity,advertising_spam,false,
carny,8300331143,2010-01-27,Carny Town Activity Jon daniel Thomas added a discussion to the group Midway Games: Jon daniel Thomas added a disc... http://bit.ly/cWuWpX,12738752,carnival worker or carnival-associated person,identity,article_sharing,false,Manual override -> article_sharing
carny,8300331527,2010-01-27,Carny Town Activity Jon daniel Thomas replied to AlibiSweetie's discussion 'What to put in a trailer joint?' in th... http://bit.ly/cdL81y,12738752,carnival worker or carnival-associated person,identity,advertising_spam,false,
carny,8301833119,2010-01-28,"Becky says ""I worked on roller coasters"" Meghan says "" thats so cool"" I say ""Becky was a carny hahahaha""",16711597,carnival worker or carnival-associated person,identity,humor,false,Manual override -> humor
carny,8303169748,2010-01-28,"I just read this topic question on a carny forum ""Who would you rather hire, alcoholics or potheads?"" That is my kind of industry.",19260348,carnival worker or carnival-associated person,identity,commenting,false,Manual override -> commenting
carny,8303525137,2010-01-28,Carny Town Activity Jon daniel Thomas replied to AlibiSweetie's discussion 'What to put in a trailer joint?' in th... http://bit.ly/ahZGLa,12738752,carnival worker or carnival-associated person,identity,advertising_spam,false,
carny,8303525744,2010-01-28,Carny Town Activity Dunktankclown replied to Dunktankclown's discussion 'What is THE game??' in the group Midway G... http://bit.ly/d2YGOF,12738752,carnival worker or carnival-associated person,identity,advertising_spam,false,
carny,8303526382,2010-01-28,Carny Town Activity Kimberly jarvis &  G left a comment for Kimberly jarvis &  G: Kimberly jarvis &  G left a comm... http://bit.ly/9zjlU7,12738752,carnival worker or carnival-associated person,identity,advertising_spam,false,
