word,id,date,text,author_id,term_meaning,term_category,usage_context,is_ironic,annotation_notes
bupkis,7325704366,2010-01-03,"@KathleenRake It means bupkis.It's vague.Not a linear measurement of traffic or even position within an industry (eg-retailers, blogs, etc.)",20476993,nothing; nothing at all,emphasis,commenting,false,Manual override -> commenting
bupkis,7367889187,2010-01-04,"Epic Fail: After partisan witch hunt, MD Dems find bupkis and wind up with egg on their faces  http://bit.ly/50Dide  #TCOT #MDREPS #MDTWEETS",17492541,nothing; nothing at all,emphasis,article_sharing,false,Manual override -> article_sharing
bupkis,7371715516,2010-01-04,"@BootsInTheOven while Clive does bupkis for cocktails, it's cute, clean, the staff is friendly & prices are reasonable. Drink #beer there",15772272,nothing; nothing at all,emphasis,casual_conversation,false,
bupkis,7374280641,2010-01-04,"the 3-year-warranty on my power supply is expired by 5 days. Well. guess that means the ""Warranty Void If Removed"" sticker means bupkis now",47038948,nothing; nothing at all,emphasis,commenting,false,
bupkis,7379948482,2010-01-04,"Second Place in the Olympics: Silver Medal, Flowers, Pomp & Circumstance. Second Place in the Biz Dev: Bupkis.",9766942,nothing; nothing at all,emphasis,commenting,false,
bupkis,7380042141,2010-01-04,@CharlieCurve What's a Bupkis?,15256188,nothing; nothing at all,emphasis,casual_conversation,false,
bupkis,7646928852,2010-01-11,"Drove across town to Goodwill & only bought a plastic bin for video games. Some days you score big, other days there's bupkis.",30532062,nothing; nothing at all,emphasis,self_description,false,
bupkis,7648894549,2010-01-12,Obama's own chart $787B borrow/spend stimulus = a catastrophe. Promised immediate 3 mil jobs.  Delivered bupkis http://bit.ly/bMOzI #tcot,18583055,nothing; nothing at all,emphasis,article_sharing,false,
bupkis,7648948491,2010-01-12,RT @Boomerjeff: Obama's own chart $787B borrow/spend stimulus = a catastrophe. Promised immediate 3 mil jobs.  Delivered bupkis http://b ...,27928942,nothing; nothing at all,emphasis,article_sharing,false,
bupkis,7665160097,2010-01-12,AP: Shovel-Ready Projects Accomplish Bupkis :: Political News and ... http://bit.ly/4QViBZ,44789875,nothing; nothing at all,emphasis,article_sharing,false,Manual override -> article_sharing
bupkis,7665617485,2010-01-12,trying to motivate myself to get ready and go to work.....it isn't going so well. maybe I need dick bupkis to motivate me,59085317,nothing; nothing at all,emphasis,commenting,false,
bupkis,7673837225,2010-01-12,Excellent article~ Sen Schumer sells out NY for Sen. Leader position ~ NY gets bupkis ~ Re-elect 2010? http://bit.ly/6fPxYb on NYPOST.com ~,98158642,nothing; nothing at all,emphasis,article_sharing,false,
bupkis,8281261846,2010-01-27,the Big Bupkis now on Travalanche: travsd.wordpress.com,17191053,nothing; nothing at all,emphasis,advertising_spam,false,Manual override -> advertising_spam
bupkis,8288725783,2010-01-27,"Hey...thought @macrumors was going to be livetweeting #iPad announcement, but I see bupkis.",25377011,nothing; nothing at all,emphasis,technology_discussion,false,Manual override -> technology_discussion
bupkis,8290128189,2010-01-27,"Oh, sure, you give the iPad a numeric keypad but the aluminum wireless gets bupkis.",13324552,nothing; nothing at all,emphasis,technology_discussion,false,
bupkis,8291804461,2010-01-27,"@TechCrunch & @Mashable, I love you guys, but why don't your newsletters ever function properly?  Clickity-click-click on the links, bupkis.",18301249,nothing; nothing at all,emphasis,casual_conversation,false,
bupkis,8302768684,2010-01-28,@joanwalsh Trivia for you re: Chris Matthews. Dick Van Dyke (& Morey Amsterdam) wrote a song named Bupkis on the old D VanD TV show,17043155,nothing; nothing at all,emphasis,casual_conversation,false,
bupkis,8304396237,2010-01-28,RT @CornDogComputer: RT @Bupkis: The iPad is really going to cause a lot of confusion in Boston Apple stores.,19248179,nothing; nothing at all,emphasis,technology_discussion,false,Manual override -> technology_discussion
bupkis,8322522673,2010-01-28,"It is the republicans Fault AGAIN !  It's the Previous Administrations Fault , AGAIN !, we the MAJORITY Could Accomplish BUPKIS COZ OF U !",20617717,nothing; nothing at all,emphasis,commenting,false,
bupkis,8329730687,2010-01-28,"@Bupkis  Ok, so you're trying to fill my entire browser window with just your tweets, right?",70012073,nothing; nothing at all,emphasis,casual_conversation,false,
bupkis,8826410766,2010-02-08,Attn Writers: Sign new Writers' Petition for a living wage. Don't work for bupkis anymore! http://writerspetition.ning.com/  Pass it on.,19673338,nothing; nothing at all,emphasis,advertising_spam,false,Manual override -> advertising_spam
bupkis,8827656446,2010-02-08,"The Dick Van Dyke Show: Season 4: ""Bupkis"" #netflix http://bit.ly/97p5Jh",106490334,nothing; nothing at all,emphasis,television_reference,false,Manual override -> television_reference
bupkis,8829430597,2010-02-08,Part of being a pale (relatively) parent of lovely brown children: learning about the perils of dry skin. Whitey knows bupkis about lotion!,792121,nothing; nothing at all,emphasis,commenting,false,
bupkis,8837654476,2010-02-09,"@OrangeComputer But if the shipping differential &lt; the labor differential, the barrier to entry ultimately means bupkis. My two cents...",23012716,nothing; nothing at all,emphasis,commenting,false,
bupkis,8874184352,2010-02-09,"@Gartenberg I vote ""bupkis.""",17177001,nothing; nothing at all,emphasis,casual_conversation,false,
bupkis,8876410464,2010-02-09,"@jane_l Can I rant now abt what publishers spend to promote a guaranteed best-seller, while midlist authors get bupkis in promo/support?",15634495,nothing; nothing at all,emphasis,casual_conversation,false,
bupkis,8888122058,2010-02-10,Bupkis on Craig's List nearly all listings for nannies.  Guess I will have to stick with my own cooking and cleaning.  Argh.,41664791,nothing; nothing at all,emphasis,commenting,false,
bupkis,9162422574,2010-02-16,"here we go again. NWS says up 2 8 in. snow forecast for Hamp, parts north. Parts south get bupkis. believe it when i see it. #westernma",111226850,nothing; nothing at all,emphasis,commenting,false,
