word,id,date,text,author_id,term_meaning,term_category,usage_context,is_ironic,annotation_notes
Bible-thumping,7978964098,2010-01-20,"ummmmm hellooo? Flowers being pollinated by bees is CLEARLY heterosexual. Now your ideas are shit, you bible thumping bastard.",79403862,"aggressively pious, preachy, or moralizing",religion,criticism,false,
Bible-thumping,7980138749,2010-01-20,Q:Are you religious?  A:Not super bible thumping religious but I am Catholicand I do stro... http://formspring.me/sexiunplstcbrbi/q/58549893,89661269,"aggressively pious, preachy, or moralizing",religion,self_description,false,"Formspring answer about the speaker's religiosity, not article sharing."
Bible-thumping,7985394754,2010-01-20,"backslidious hypocritious is an Epithet for a moralizing, bible-thumping, back-sliding hypocrite. #STOTD",14343245,"aggressively pious, preachy, or moralizing",religion,commenting,false,
Bible-thumping,7985850792,2010-01-20,RT @matthiasrascher RT @stevesilberman Bible-thumping science teacher divides town - http://bit.ly/8n0KbT #education #science #Bible OH DEAR,57722810,"aggressively pious, preachy, or moralizing",religion,news_reaction,false,"Linked news item with explicit reaction (""OH DEAR"")."
Bible-thumping,7986926148,2010-01-20,Magic Love Spells Used to Turn Bible Thumping Kentucky Preacher ...  http://bit.ly/RrkXb,47764805,"aggressively pious, preachy, or moralizing",religion,article_sharing,false,
Bible-thumping,7995380386,2010-01-20,@Newfederalist1l Teabags like you are all vitriol and have low self-esteem. Bring your C Street gang & bible thumping Teabag friends in NOV,39609732,"aggressively pious, preachy, or moralizing",religion,criticism,false,
Bible-thumping,8000684713,2010-01-20,"Ready, aim, cite Bible verse, fire « Standard Examiner Blogs: Bible thumping has a new meaning here, as our people... http://bit.ly/7lVJ9C",55838130,"aggressively pious, preachy, or moralizing",religion,article_sharing,false,
Bible-thumping,8003275220,2010-01-20,"To add to the fact I can't stand Tebow & believe he'll do nothing in the NFL, he's got a bible-thumping Super Bowl ad on deck. Barf.",26897109,"aggressively pious, preachy, or moralizing",religion,reaction,false,
Bible-thumping,8005194172,2010-01-20,@Fredschickens you a fucking fruit cake. you bible thumping dick.,15573394,"aggressively pious, preachy, or moralizing",religion,criticism,false,
Bible-thumping,8008215199,2010-01-21,I think we both know how to dear with bible-thumping parents,41503438,"aggressively pious, preachy, or moralizing",religion,casual_conversation,false,
Bible-thumping,8329548187,2010-01-28,"@blueutopiah I second that. Winter is a whore. Actually, I like whores, winter is an uppity, holier than though, bible thumping bitch.",48668460,"aggressively pious, preachy, or moralizing",religion,criticism,false,
Bible-thumping,8334974539,2010-01-28,"""Usually, when I want the opinion of a multiply-concussed, bible-thumping, former college football star,..."" http://tumblr.com/xsh5xawkj",1884211,"aggressively pious, preachy, or moralizing",religion,article_sharing,false,
Bible-thumping,8816178616,2010-02-08,The man who makes Bible Thumping hip ♫ http://blip.fm/~kky3m,6995972,"aggressively pious, preachy, or moralizing",religion,commenting,false,
Bible-thumping,8817760860,2010-02-08,@Bookgirl96 gotta watch those bible-thumping politicians - they'll steal every dime from a poor man's pocket to spend on booze and broads,2497401,"aggressively pious, preachy, or moralizing",religion,casual_conversation,false,
Bible-thumping,8819650948,2010-02-08,"GOD IS AWESOME! who would of thought i would of turned into a bible-thumping, Jesus freak.... thank you Lord for your patience in me..",39562781,"aggressively pious, preachy, or moralizing",religion,self_description,false,
Bible-thumping,8823554717,2010-02-08,@PerezHilton ...Totally unethical but completely legal. (They just assumed that the bible thumping sheep would believe it to be the couple..,20340062,"aggressively pious, preachy, or moralizing",religion,commenting,false,
Bible-thumping,8827541007,2010-02-08,@ErinJMeier Damn bible thumping incestrious bastard. LOL,32514677,"aggressively pious, preachy, or moralizing",religion,criticism,false,
