word,id,date,text,author_id,term_meaning,term_category,usage_context,is_ironic,annotation_notes
compy,7317813112,2010-01-03,Taking a break from compy to ease my eyes. Watching some UFC with daddy. Kinda miss sitting close to daddy now that the chair is back :(,69815708,computer; informal clipping,technology,self_description,false,Technology review override: self_description
compy,7319130237,2010-01-03,Menginstal compy..,69257220,computer; informal clipping,technology,technology_discussion,false,
compy,7319875554,2010-01-03,Focusing on you from just after I close down the compy @whitelotus01 Sleep well and don't allow it back in ♥,15214112,computer; informal clipping,technology,casual_conversation,false,
compy,7320600245,2010-01-03,this always happens to me... WHERE IS THIS ANONYMOUS MUSIC COMING FROM ON MY COMPY?! .. its playing the 12 days of christmas...,42320430,computer; informal clipping,technology,technology_discussion,false,
compy,7321820655,2010-01-03,as bad as Mr. Compy!,32943737,computer; informal clipping,technology,technology_discussion,false,
compy,7321920921,2010-01-03,"@brzyjpnzy nope, I'm on my phone, I have no mic or cam on the compy here anyway",15351371,computer; informal clipping,technology,casual_conversation,false,
compy,7323522388,2010-01-03,"@sarielfallen me too, but anything further than arms length for me is blurry so i need them for compy too :(",80977646,computer; informal clipping,technology,casual_conversation,false,
compy,7323761621,2010-01-03,@Confusionmuzik nah Im just tired and typin on my cell and not the compy.,29478129,computer; informal clipping,technology,casual_conversation,false,
compy,7328560776,2010-01-03,"Due to power fluxuations my compy corupted to the point ofno return, on a whime swapped out the old sata cable on the HD for new b4 the...",49347884,computer; informal clipping,technology,technology_discussion,false,
compy,7330741517,2010-01-03,"my break so far: sleeping till nighttime, playing Zelda, reading HP, effing around on the compy, eating, all while wearing a snuggie.",22712068,computer; informal clipping,technology,self_description,false,Technology review override: self_description
compy,7377257398,2010-01-04,"damn it. I am not buying music on iTunes store again. I lost 3 albums cause I cant re-download them! unfair, apple. Im on the same compy too",789522,computer; informal clipping,technology,music_discussion,false,
compy,7377333754,2010-01-04,@tanzenmitgott come up with a name for compy yet?  i'm still thinking...,27957832,computer; informal clipping,technology,casual_conversation,false,Technology review override: casual_conversation
compy,7377351125,2010-01-04,just woke up ah so compy in bed :),96003451,computer; informal clipping,technology,self_description,false,Technology review override: self_description
compy,7378428278,2010-01-04,@hotmegane DEFINITELY.  I am embarrassed by how many pics I have of it saved on my compy.,14828619,computer; informal clipping,technology,casual_conversation,false,
compy,7378630458,2010-01-04,"@THESNAP yeah, i need to do a full scale pimping on my compy, fun stuff ._.",79849471,computer; informal clipping,technology,casual_conversation,false,
compy,7381415215,2010-01-04,"@mwestaph That's a good looking phone. I love how fast it moves the map, my compy doesn't go that fast w/o a cup of coffee.  :D",17103253,computer; informal clipping,technology,casual_conversation,false,
compy,7383886896,2010-01-04,HELLO new compy! :D,18830013,computer; informal clipping,technology,self_description,false,
compy,7384084228,2010-01-05,i gotz the interwebz on my compy down in my roooooooom,101861989,computer; informal clipping,technology,technology_discussion,false,
